Streek;Idnr;Sektor;Gewig;Faktor;OpnameQ;Q1;Q2A;Q2P;Q3A;Q3P;Q4A;Q4P;Q5;Q6;Q7A;Q7P;Q8A;Q8P;Q9;Q10;Q11A;Q11P;Q12A;Q12P;Q13A;Q13P;Q14;Latecomer;NewRecruit;WrongClassif;Duplicate
01;97264;3510;8;300;06Q4;1;2;;2;;1;;3;1;1;;1;;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;07Q1;1;2;;2;;2;;2;1;2;;1;;2;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;07Q2;1;2;;2;;3;;2;2;3;;3;;3;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;08Q2;2;3;2;3;2;3;2;2;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;08Q3;1;3;;3;;3;;1;2;3;;3;;1;1;2;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;08Q4;2;3;;3;;3;;2;2;2;;2;;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;09Q1;2;3;2;3;2;3;2;2;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;09Q2;2;3;;3;;3;;2;1;1;;1;;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;09Q3;2;2;;2;;2;;2;1;2;;2;;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;09Q4;2;3;;3;;3;;2;2;2;;2;;3;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;10Q1;;2;;2;;2;;2;1;2;;2;;3;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;10Q2;1;1;;1;;1;;2;1;2;;2;;3;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;10Q3;1;2;;2;;2;;2;1;1;;1;;2;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;10Q4;2;3;1;3;1;3;1;2;2;3;1;3;1;2;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;11Q1;1;1;;1;;2;;2;1;1;;2;;2;1;1;;1;;1;;1;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;11Q2;2;2;;3;;3;;2;2;2;;2;;3;1;2;;1;;2;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;11Q4;1;2;2;2;2;2;2;;2;2;2;2;2;2;1;1;1;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;12Q1;2;2;;2;;2;;2;2;2;;2;;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;12Q3;1;2;;1;2;2;2;2;1;1;2;1;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;01Q2;1;1;2;1;2;2;2;2;1;1;2;1;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;01Q3;2;3;1;3;2;3;2;2;1;2;1;2;1;3;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;01Q4;2;3;2;3;2;3;2;2;1;2;2;2;2;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;02Q1;2;3;1;3;1;3;1;1;2;3;1;3;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;02Q2;1;2;2;2;2;2;2;3;1;2;2;2;2;3;1;3;3;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;02Q3;1;1;1;1;1;2;2;3;1;1;1;1;1;3;1;2;2;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;02Q4;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;03Q1;1;1;1;1;1;2;1;3;1;1;1;1;1;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;03Q2;2;3;3;3;3;3;3;3;2;3;2;3;2;3;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;03Q3;2;3;1;3;1;3;1;3;2;2;2;2;2;2;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;03Q4;;;;;;;;;1;2;1;2;2;3;2;3;3;3;3;3;3;3;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;04Q2;;;;;;;;;1;2;1;2;1;3;1;2;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;04Q3;;;;;;;;;1;1;1;1;1;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;04Q4;;;;;;;;;1;2;2;2;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;05Q1;;;;;;;;;1;2;2;2;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;05Q2;;;;;;;;;2;;;3;3;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;05Q3;;;;;;;;;1;3;;3;;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;06Q1;1;2;1;2;1;2;1;2;2;3;2;3;2;3;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;06Q2;1;1;2;1;2;1;2;2;1;2;2;2;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;06Q3;1;2;2;2;2;2;2;2;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;06Q4;1;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;07Q1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;07Q2;2;3;2;3;2;2;2;2;2;3;3;3;3;1;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;07Q3;2;3;3;3;3;3;3;1;2;3;3;3;3;1;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;07Q4;2;3;2;3;2;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;3;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;08Q1;2;3;3;3;3;3;3;2;2;3;3;3;3;2;2;2;1;2;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;08Q2;2;3;1;3;1;3;1;2;2;3;1;3;1;3;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;08Q3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;08Q4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2;3;2;3;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;09Q1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;09Q2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;09Q3;2;2;2;2;2;3;3;2;1;1;1;1;1;2;2;3;3;3;3;3;3;3;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;09Q4;1;1;1;1;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;10Q1;1;1;2;1;2;1;2;2;1;1;2;1;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;10Q3;1;1;2;1;2;1;2;2;1;2;2;2;2;3;1;2;1;3;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;10Q4;1;1;1;1;1;2;2;2;1;1;1;1;1;3;1;1;2;2;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;11Q1;1;1;2;1;2;1;2;2;1;1;2;1;2;3;1;2;2;2;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;11Q2;1;1;1;1;1;1;2;3;1;1;1;1;1;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;11Q3;1;1;1;1;1;1;1;2;1;1;1;1;1;3;1;2;1;1;1;2;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;11Q4;1;1;2;1;2;1;2;2;1;1;2;1;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;12Q1;1;2;2;2;2;2;2;3;1;2;2;2;2;3;1;3;2;2;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;12Q2;1;1;1;1;1;2;2;3;1;1;1;1;1;2;1;2;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;12Q3;1;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;2;2;2;1;1;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;12Q4;2;3;3;3;3;3;3;2;1;2;2;2;2;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;97361;3510;6;70;01Q2;;;;;;;;;1;2;2;2;2;3;2;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;97361;3510;6;70;01Q3;;;;;;;;;2;3;3;3;3;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
02;11204;3510;4;15;08Q4;2;3;2;3;2;3;2;2;2;3;2;3;2;2;1;;;2;2;2;1;3;FALSE;TRUE;FALSE;FALSE
02;11204;3510;4;15;09Q3;2;3;;2;2;3;2;3;2;3;;3;2;3;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
02;11204;3510;4;15;10Q1;2;2;;3;;3;;3;1;3;;3;;3;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
02;11204;3510;4;15;10Q2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;1;1;2;1;2;FALSE;FALSE;FALSE;FALSE
02;11204;3510;4;15;10Q3;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;FALSE;FALSE;FALSE;FALSE
02;11204;3510;4;15;10Q4;2;2;1;2;1;2;1;2;1;2;2;2;2;3;2;1;;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;11204;3510;4;15;11Q2;2;2;2;2;2;2;1;3;1;2;1;2;1;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;11204;3510;4;15;11Q3;2;2;2;2;2;2;1;;2;3;1;2;2;3;2;2;2;2;2;3;2;2;FALSE;FALSE;FALSE;FALSE
02;11204;3510;4;15;11Q4;2;3;2;3;2;3;2;2;2;3;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;08Q4;2;3;2;3;2;3;2;1;2;3;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;TRUE;FALSE;FALSE
02;11205;3510;1;1;09Q1;2;3;3;3;3;3;3;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;09Q2;2;3;2;3;2;3;2;2;1;3;2;3;2;;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;09Q3;2;3;3;3;3;3;3;3;2;3;3;3;3;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;10Q1;1;2;;2;2;2;2;3;1;2;2;2;2;3;1;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;10Q2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;10Q3;2;;;3;2;3;2;2;2;3;2;3;2;2;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;10Q4;1;2;2;2;2;2;2;3;2;3;2;3;2;2;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;11Q1;1;;;1;2;1;2;3;1;2;2;2;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;11Q2;1;2;2;2;2;2;2;2;2;3;2;3;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;11Q3;2;3;2;3;2;3;2;2;1;3;2;3;2;2;1;;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;11Q4;1;2;;2;;2;;2;1;2;;2;;2;1;1;2;2;2;1;2;1;FALSE;FALSE;FALSE;FALSE
02;11206;3510;9;700;08Q4;2;3;2;3;2;3;2;2;1;1;1;1;1;3;2;3;2;3;2;3;2;2;FALSE;TRUE;FALSE;FALSE
02;11206;3510;9;700;09Q2;2;3;3;3;3;3;3;2;2;3;3;3;3;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11206;3510;9;700;09Q3;1;2;2;2;2;2;2;2;1;1;1;1;1;3;1;3;;3;;3;;2;FALSE;FALSE;FALSE;FALSE
02;11206;3510;9;700;11Q1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;11206;3510;9;700;12Q2;2;3;2;3;2;2;2;3;1;2;2;2;2;2;1;2;2;2;2;2;2;3;FALSE;FALSE;FALSE;FALSE
02;11206;3510;9;700;12Q4;1;2;2;3;2;1;2;2;2;3;1;2;2;3;1;2;2;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;08Q4;2;3;1;3;1;3;1;1;1;1;2;1;2;3;1;2;1;2;1;2;1;2;FALSE;TRUE;FALSE;FALSE
02;11208;3510;1;1;09Q2;2;3;1;3;2;3;2;1;2;3;1;3;1;;1;2;1;2;1;2;2;1;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;10Q1;1;1;;1;;1;;3;1;1;;1;;3;1;1;;1;;1;;1;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;10Q2;1;1;2;1;2;1;2;1;1;1;2;2;2;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;10Q3;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;10Q4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;11Q1;1;1;;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;11Q2;1;1;2;1;;1;;1;2;2;;2;;3;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;11Q3;1;2;1;2;1;2;1;1;1;1;2;1;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;11Q4;1;1;2;1;2;1;2;1;1;2;1;2;1;2;1;2;1;2;1;3;1;2;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;12Q2;1;2;1;2;1;;1;2;1;1;2;2;2;1;1;3;1;3;1;3;1;2;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;12Q4;1;2;3;2;2;1;2;1;1;2;;1;;2;1;1;1;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;09Q3;2;3;3;3;3;3;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;09Q4;2;3;2;3;2;3;2;;2;2;;2;2;3;1;2;;2;;1;;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;10Q1;2;2;2;2;2;2;2;3;1;1;1;1;1;3;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;10Q2;2;2;2;2;2;3;3;2;2;2;2;2;2;3;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;10Q3;1;1;2;1;2;2;2;1;2;2;2;2;2;3;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;10Q4;1;2;2;2;2;3;3;2;2;2;2;3;3;;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;11Q1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;11Q4;2;2;2;2;2;3;3;3;2;3;3;3;2;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;12Q2;1;2;2;2;2;2;2;3;2;3;3;3;3;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;12Q3;1;2;2;2;2;2;2;;2;3;;3;3;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;12Q4;2;2;2;2;2;2;2;2;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;14091;3510;8;300;12Q4;1;;;;;;;;1;;;;;;1;1;2;1;2;1;2;2;FALSE;TRUE;FALSE;FALSE
02;14093;3510;7;150;12Q4;1;1;;3;;1;;2;1;1;;1;;2;1;1;;3;;1;;2;FALSE;TRUE;FALSE;FALSE
02;31513;3510;3;7;01Q3;2;3;3;3;3;3;3;2;2;3;3;3;3;3;2;3;3;3;3;3;3;3;FALSE;FALSE;FALSE;FALSE
02;31513;3510;3;7;02Q3;2;3;1;3;1;3;1;2;2;3;1;3;1;2;1;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
02;33155;3510;6;70;01Q3;2;3;1;3;1;3;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33155;3510;6;70;03Q3;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33155;3510;6;70;04Q4;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;36261;3510;8;300;04Q3;;;;;;;;;;;;;;;1;1;;1;;1;;2;FALSE;TRUE;FALSE;FALSE
02;53282;3510;8;300;08Q1;;3;;3;2;3;2;2;1;3;3;2;3;2;1;3;;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
02;53282;3510;8;300;08Q3;;;;;;;;;;;;;;;2;3;;3;;3;;2;FALSE;FALSE;FALSE;FALSE
02;53282;3510;8;300;09Q1;2;3;2;3;2;3;2;1;1;2;1;2;2;2;2;3;1;3;2;3;1;2;FALSE;FALSE;FALSE;FALSE
02;53282;3510;8;300;09Q3;2;3;2;3;2;3;2;;2;2;2;2;2;2;2;3;2;3;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53282;3510;8;300;11Q4;2;2;2;3;2;3;2;2;1;2;2;2;2;3;2;3;2;3;2;3;2;3;FALSE;FALSE;FALSE;FALSE
02;53293;3510;9;700;01Q2;2;2;1;2;2;3;2;2;2;2;1;1;1;3;2;2;3;2;3;3;3;3;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;01Q2;2;3;2;3;2;3;2;3;2;3;1;2;1;3;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;03Q2;2;3;;3;1;3;1;2;2;3;2;3;2;2;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;04Q1;2;1;;1;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;04Q2;1;1;2;1;2;1;2;3;2;3;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;04Q3;1;1;1;1;1;1;1;3;2;2;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;04Q4;1;1;1;1;1;2;1;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;05Q1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;05Q2;1;1;1;2;1;1;1;3;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;05Q3;1;1;;1;2;1;2;2;2;3;2;3;2;1;1;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;06Q1;1;1;1;1;1;1;1;2;2;2;1;2;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;06Q2;1;1;1;1;1;1;1;3;2;2;1;2;1;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;06Q3;1;1;2;1;2;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;06Q4;2;3;2;3;2;2;2;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;07Q1;1;3;2;3;2;3;2;2;1;2;2;2;2;1;2;3;2;3;2;3;2;1;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;07Q2;2;3;2;3;2;3;2;1;2;3;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;07Q3;2;3;3;3;3;3;3;1;2;3;3;3;3;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;07Q4;2;3;3;3;3;3;3;1;2;3;3;3;3;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;08Q2;2;3;3;3;3;3;3;3;2;2;1;3;1;1;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;08Q3;2;3;3;3;3;3;3;1;2;3;3;3;3;1;1;2;2;2;2;2;2;3;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;08Q4;2;3;3;3;3;3;3;2;2;3;3;3;3;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;09Q1;2;3;3;3;3;3;3;1;2;3;3;3;3;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;09Q2;2;3;3;3;3;3;3;1;2;3;3;3;3;1;1;2;2;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;09Q3;2;3;3;3;3;3;3;1;2;3;3;3;3;1;1;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;09Q4;2;3;1;3;1;3;1;2;1;2;2;2;2;2;1;2;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;10Q1;2;2;1;2;1;2;1;3;1;2;2;2;;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;10Q2;2;1;1;1;1;1;1;2;2;1;1;1;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;10Q3;2;1;2;1;2;1;2;2;1;1;2;1;;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;10Q4;2;3;1;3;1;3;1;2;2;3;1;3;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;11Q1;2;2;1;2;1;1;1;3;1;1;1;1;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;11Q2;2;3;3;3;3;3;3;3;2;2;2;2;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;11Q3;2;3;3;3;3;3;3;3;2;2;2;2;3;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;11Q4;2;3;3;3;3;3;3;3;2;3;3;3;3;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;12Q1;2;3;2;3;2;3;2;2;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;12Q2;2;3;2;3;2;3;2;3;2;3;3;3;3;3;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;12Q3;2;3;2;3;2;3;2;2;2;3;2;3;2;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;12Q4;2;2;2;3;2;3;2;2;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53613;3510;8;300;01Q2;2;2;2;3;3;3;3;1;2;2;2;3;3;1;2;2;2;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
02;53613;3510;8;300;01Q3;2;3;2;2;2;2;2;3;1;1;2;1;2;2;;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
02;53613;3510;8;300;01Q4;2;2;2;2;2;2;2;;2;2;2;2;2;3;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
02;53613;3510;8;300;02Q1;2;2;2;2;2;2;2;3;1;1;1;1;1;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;53613;3510;8;300;02Q2;1;3;;3;;;;;2;2;;2;;3;2;3;;3;;3;;2;FALSE;FALSE;FALSE;FALSE
02;53613;3510;8;300;02Q3;2;1;;3;;3;;3;2;2;;2;;2;2;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
02;53613;3510;8;300;02Q4;2;2;2;2;2;2;2;3;2;2;2;2;2;3;1;;;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
02;53613;3510;8;300;03Q1;1;1;1;1;1;1;1;2;2;2;2;2;2;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;53613;3510;8;300;03Q3;1;1;1;1;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
02;53639;3510;9;700;04Q1;1;2;3;2;3;3;3;2;1;2;3;3;3;1;1;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
